Query_Text,Budget_Value,Target_Label
"What is the method used for evaluating the performance of entity tagging in this context, and how does it work?",0.5,Multi_Hop_FAISS
"What is the method used for evaluating the performance of entity tagging in this context, and how does it work?",0.6,Multi_Hop_FAISS
"What is the method used for evaluating the performance of entity tagging in this context, and how does it work?",0.7,Multi_Hop_FAISS
"What is the method used for evaluating the performance of entity tagging in this context, and how does it work?",0.8,Multi_Hop_FAISS
"What is the method used for evaluating the performance of entity tagging in this context, and how does it work?",0.9,Multi_Hop_FAISS
"What is the method used for evaluating the performance of entity tagging in this context, and how does it work?",1.0,Multi_Hop_FAISS
How does Expected Label Proportions (XR) work in transfer learning between related tasks according to the text?,0.1,Single_Hop_BM25
How does Expected Label Proportions (XR) work in transfer learning between related tasks according to the text?,0.2,Single_Hop_BM25
How does Expected Label Proportions (XR) work in transfer learning between related tasks according to the text?,0.3,Multi_Hop_FAISS
How does Expected Label Proportions (XR) work in transfer learning between related tasks according to the text?,0.4,Multi_Hop_FAISS
How does Expected Label Proportions (XR) work in transfer learning between related tasks according to the text?,0.5,Multi_Hop_FAISS
How does Expected Label Proportions (XR) work in transfer learning between related tasks according to the text?,0.6,Multi_Hop_FAISS
How does Expected Label Proportions (XR) work in transfer learning between related tasks according to the text?,0.7,Multi_Hop_FAISS
How does Expected Label Proportions (XR) work in transfer learning between related tasks according to the text?,0.8,Multi_Hop_FAISS
How does Expected Label Proportions (XR) work in transfer learning between related tasks according to the text?,0.9,Multi_Hop_FAISS
How does Expected Label Proportions (XR) work in transfer learning between related tasks according to the text?,1.0,Multi_Hop_FAISS
"What is the definition of mean squared error (MSE) as applied to this context, and how does it measure performance differently from Pearson correlation?",0.1,Single_Hop_BM25
"What is the definition of mean squared error (MSE) as applied to this context, and how does it measure performance differently from Pearson correlation?",0.2,Single_Hop_BM25
"What is the definition of mean squared error (MSE) as applied to this context, and how does it measure performance differently from Pearson correlation?",0.3,Multi_Hop_FAISS
"What is the definition of mean squared error (MSE) as applied to this context, and how does it measure performance differently from Pearson correlation?",0.4,Multi_Hop_FAISS
"What is the definition of mean squared error (MSE) as applied to this context, and how does it measure performance differently from Pearson correlation?",0.5,Multi_Hop_FAISS
"What is the definition of mean squared error (MSE) as applied to this context, and how does it measure performance differently from Pearson correlation?",0.6,Multi_Hop_FAISS
"What is the definition of mean squared error (MSE) as applied to this context, and how does it measure performance differently from Pearson correlation?",0.7,Multi_Hop_FAISS
"What is the definition of mean squared error (MSE) as applied to this context, and how does it measure performance differently from Pearson correlation?",0.8,Multi_Hop_FAISS
"What is the definition of mean squared error (MSE) as applied to this context, and how does it measure performance differently from Pearson correlation?",0.9,Multi_Hop_FAISS
"What is the definition of mean squared error (MSE) as applied to this context, and how does it measure performance differently from Pearson correlation?",1.0,Multi_Hop_FAISS
What method was used for evaluating model performance in Word-level Semantic Similarity tasks?,0.1,Single_Hop_BM25
What method was used for evaluating model performance in Word-level Semantic Similarity tasks?,0.2,Single_Hop_BM25
What method was used for evaluating model performance in Word-level Semantic Similarity tasks?,0.3,Multi_Hop_FAISS
What method was used for evaluating model performance in Word-level Semantic Similarity tasks?,0.4,Multi_Hop_FAISS
What method was used for evaluating model performance in Word-level Semantic Similarity tasks?,0.5,Multi_Hop_FAISS
What method was used for evaluating model performance in Word-level Semantic Similarity tasks?,0.6,Multi_Hop_FAISS
What method was used for evaluating model performance in Word-level Semantic Similarity tasks?,0.7,Multi_Hop_FAISS
What method was used for evaluating model performance in Word-level Semantic Similarity tasks?,0.8,Multi_Hop_FAISS
What method was used for evaluating model performance in Word-level Semantic Similarity tasks?,0.9,Multi_Hop_FAISS
What method was used for evaluating model performance in Word-level Semantic Similarity tasks?,1.0,Multi_Hop_FAISS
What methodology does MMHS150K employ for labeling tweets and why was this approach chosen?,0.1,Single_Hop_BM25
What methodology does MMHS150K employ for labeling tweets and why was this approach chosen?,0.2,Single_Hop_BM25
What methodology does MMHS150K employ for labeling tweets and why was this approach chosen?,0.3,Multi_Hop_FAISS
What methodology does MMHS150K employ for labeling tweets and why was this approach chosen?,0.4,Multi_Hop_FAISS
What methodology does MMHS150K employ for labeling tweets and why was this approach chosen?,0.5,Multi_Hop_FAISS
What methodology does MMHS150K employ for labeling tweets and why was this approach chosen?,0.6,Multi_Hop_FAISS
What methodology does MMHS150K employ for labeling tweets and why was this approach chosen?,0.7,Multi_Hop_FAISS
What methodology does MMHS150K employ for labeling tweets and why was this approach chosen?,0.8,Multi_Hop_FAISS
What methodology does MMHS150K employ for labeling tweets and why was this approach chosen?,0.9,Multi_Hop_FAISS
What methodology does MMHS150K employ for labeling tweets and why was this approach chosen?,1.0,Multi_Hop_FAISS
What is the impact of seed words on sentiment polarity lexicon induction as discussed in Jovanoski et al.'s study?,0.1,Single_Hop_BM25
What is the impact of seed words on sentiment polarity lexicon induction as discussed in Jovanoski et al.'s study?,0.2,Single_Hop_BM25
What is the impact of seed words on sentiment polarity lexicon induction as discussed in Jovanoski et al.'s study?,0.3,Multi_Hop_FAISS
What is the impact of seed words on sentiment polarity lexicon induction as discussed in Jovanoski et al.'s study?,0.4,Multi_Hop_FAISS
What is the impact of seed words on sentiment polarity lexicon induction as discussed in Jovanoski et al.'s study?,0.5,Multi_Hop_FAISS
What is the impact of seed words on sentiment polarity lexicon induction as discussed in Jovanoski et al.'s study?,0.6,Multi_Hop_FAISS
What is the impact of seed words on sentiment polarity lexicon induction as discussed in Jovanoski et al.'s study?,0.7,Multi_Hop_FAISS
What is the impact of seed words on sentiment polarity lexicon induction as discussed in Jovanoski et al.'s study?,0.8,Multi_Hop_FAISS
What is the impact of seed words on sentiment polarity lexicon induction as discussed in Jovanoski et al.'s study?,0.9,Multi_Hop_FAISS
What is the impact of seed words on sentiment polarity lexicon induction as discussed in Jovanoski et al.'s study?,1.0,Multi_Hop_FAISS
"What specific method does the dataset employ for labeling images in relation to hate speech, and why are these methods used?",0.1,Single_Hop_BM25
"What specific method does the dataset employ for labeling images in relation to hate speech, and why are these methods used?",0.2,Single_Hop_BM25
"What specific method does the dataset employ for labeling images in relation to hate speech, and why are these methods used?",0.3,Multi_Hop_FAISS
"What specific method does the dataset employ for labeling images in relation to hate speech, and why are these methods used?",0.4,Multi_Hop_FAISS
"What specific method does the dataset employ for labeling images in relation to hate speech, and why are these methods used?",0.5,Multi_Hop_FAISS
"What specific method does the dataset employ for labeling images in relation to hate speech, and why are these methods used?",0.6,Multi_Hop_FAISS
"What specific method does the dataset employ for labeling images in relation to hate speech, and why are these methods used?",0.7,Multi_Hop_FAISS
"What specific method does the dataset employ for labeling images in relation to hate speech, and why are these methods used?",0.8,Multi_Hop_FAISS
"What specific method does the dataset employ for labeling images in relation to hate speech, and why are these methods used?",0.9,Multi_Hop_FAISS
"What specific method does the dataset employ for labeling images in relation to hate speech, and why are these methods used?",1.0,Multi_Hop_FAISS
"What is the 'hubness problem' mentioned by Georgiana Dinu et al., and how does it affect zero-shot learning in word embeddings?",0.1,Single_Hop_BM25
